FileName,Habitat,Type,Season,Moment
01_KE-US/KE-US_20200113_100000_SR_3,1,Close,Wet,SR
01_KE-US/KE-US_20200113_100000_SR_4,1,Close,Wet,SR
01_KE-US/KE-US_20200113_120000_MD_1,1,Close,Wet,MD
01_KE-US/KE-US_20200113_120000_MD_2,1,Close,Wet,MD
01_KE-US/KE-US_20200113_120000_MD_3,1,Close,Wet,MD
01_KE-US/KE-US_20200113_120000_MD_4,1,Close,Wet,MD
01_KE-US/KE-US_20200113_130000_MD_1,1,Close,Wet,MD
01_KE-US/KE-US_20200113_130000_MD_2,1,Close,Wet,MD
01_KE-US/KE-US_20200113_130000_MD_3,1,Close,Wet,MD
01_KE-US/KE-US_20200113_130000_MD_4,1,Close,Wet,MD
01_KE-US/KE-US_20200113_150000_SS_1,1,Close,Wet,SS
01_KE-US/KE-US_20200113_150000_SS_2,1,Close,Wet,SS
01_KE-US/KE-US_20200113_150000_SS_3,1,Close,Wet,SS
01_KE-US/KE-US_20200113_150000_SS_4,1,Close,Wet,SS
01_KE-US/KE-US_20200113_160000_SS_1,1,Close,Wet,SS
01_KE-US/KE-US_20200113_160000_SS_2,1,Close,Wet,SS
01_KE-US/KE-US_20200113_160000_SS_3,1,Close,Wet,SS
01_KE-US/KE-US_20200113_160000_SS_4,1,Close,Wet,SS
01_KE-US/KE-US_20200116_010000_MN_1,1,Close,Wet,MN
01_KE-US/KE-US_20200116_010000_MN_2,1,Close,Wet,MN
01_KE-US/KE-US_20200116_010000_MN_3,1,Close,Wet,MN
01_KE-US/KE-US_20200116_010000_MN_4,1,Close,Wet,MN
01_KE-US/KE-US_20200116_020000_MN_1,1,Close,Wet,MN
01_KE-US/KE-US_20200116_020000_MN_2,1,Close,Wet,MN
01_KE-US/KE-US_20200116_020000_MN_3,1,Close,Wet,MN
01_KE-US/KE-US_20200116_020000_MN_4,1,Close,Wet,MN
01_KE-US/KE-US_20200116_090000_SR_1,1,Close,Wet,SR
01_KE-US/KE-US_20200116_090000_SR_2,1,Close,Wet,SR
01_KE-US/KE-US_20200116_090000_SR_3,1,Close,Wet,SR
01_KE-US/KE-US_20200116_090000_SR_4,1,Close,Wet,SR
01_KE-US/KE-US_20200116_100000_SR_1,1,Close,Wet,SR
01_KE-US/KE-US_20200116_100000_SR_2,1,Close,Wet,SR
01_KE-US/KE-US_20200116_100000_SR_3,1,Close,Wet,SR
01_KE-US/KE-US_20200116_100000_SR_4,1,Close,Wet,SR
01_KE-US/KE-US_20200116_120000_MD_1,1,Close,Wet,MD
01_KE-US/KE-US_20200116_120000_MD_2,1,Close,Wet,MD
01_KE-US/KE-US_20200116_120000_MD_3,1,Close,Wet,MD
01_KE-US/KE-US_20200116_120000_MD_4,1,Close,Wet,MD
01_KE-US/KE-US_20200116_130000_MD_1,1,Close,Wet,MD
01_KE-US/KE-US_20200116_130000_MD_2,1,Close,Wet,MD
01_KE-US/KE-US_20200116_130000_MD_3,1,Close,Wet,MD
01_KE-US/KE-US_20200116_130000_MD_4,1,Close,Wet,MD
01_KE-US/KE-US_20200116_160000_SS_1,1,Close,Wet,SS
01_KE-US/KE-US_20200116_160000_SS_2,1,Close,Wet,SS
01_KE-US/KE-US_20200116_160000_SS_3,1,Close,Wet,SS
01_KE-US/KE-US_20200116_160000_SS_4,1,Close,Wet,SS
01_KE-US/KE-US_20200116_170000_SS_1,1,Close,Wet,SS
01_KE-US/KE-US_20200116_170000_SS_2,1,Close,Wet,SS
01_KE-US/KE-US_20200116_170000_SS_3,1,Close,Wet,SS
01_KE-US/KE-US_20200116_170000_SS_4,1,Close,Wet,SS
01_KE-US/KE-US_20200119_010000_MN_1,1,Close,Wet,MN
01_KE-US/KE-US_20200119_010000_MN_2,1,Close,Wet,MN
01_KE-US/KE-US_20200119_010000_MN_3,1,Close,Wet,MN
01_KE-US/KE-US_20200119_010000_MN_4,1,Close,Wet,MN
01_KE-US/KE-US_20200119_020000_MN_1,1,Close,Wet,MN
01_KE-US/KE-US_20200119_020000_MN_2,1,Close,Wet,MN
01_KE-US/KE-US_20200119_020000_MN_3,1,Close,Wet,MN
01_KE-US/KE-US_20200119_020000_MN_4,1,Close,Wet,MN
01_KE-US/KE-US_20200119_090000_SR_1,1,Close,Wet,SR
01_KE-US/KE-US_20200119_090000_SR_2,1,Close,Wet,SR
01_KE-US/KE-US_20200119_090000_SR_3,1,Close,Wet,SR
01_KE-US/KE-US_20200119_090000_SR_4,1,Close,Wet,SR
01_KE-US/KE-US_20200119_100000_SR_1,1,Close,Wet,SR
01_KE-US/KE-US_20200119_100000_SR_2,1,Close,Wet,SR
01_KE-US/KE-US_20200119_100000_SR_3,1,Close,Wet,SR
01_KE-US/KE-US_20200119_100000_SR_4,1,Close,Wet,SR
01_KE-US/KE-US_20200119_120000_MD_1,1,Close,Wet,MD
01_KE-US/KE-US_20200119_120000_MD_2,1,Close,Wet,MD
01_KE-US/KE-US_20200119_120000_MD_3,1,Close,Wet,MD
01_KE-US/KE-US_20200119_120000_MD_4,1,Close,Wet,MD
01_KE-US/KE-US_20200119_130000_MD_1,1,Close,Wet,MD
01_KE-US/KE-US_20200119_130000_MD_2,1,Close,Wet,MD
01_KE-US/KE-US_20200119_130000_MD_3,1,Close,Wet,MD
01_KE-US/KE-US_20200119_130000_MD_4,1,Close,Wet,MD
01_KE-US/KE-US_20200119_160000_SS_1,1,Close,Wet,SS
01_KE-US/KE-US_20200119_160000_SS_2,1,Close,Wet,SS
01_KE-US/KE-US_20200119_160000_SS_3,1,Close,Wet,SS
01_KE-US/KE-US_20200119_160000_SS_4,1,Close,Wet,SS
01_KE-US/KE-US_20200119_170000_SS_1,1,Close,Wet,SS
01_KE-US/KE-US_20200119_170000_SS_2,1,Close,Wet,SS
01_KE-US/KE-US_20200119_170000_SS_3,1,Close,Wet,SS
01_KE-US/KE-US_20200119_170000_SS_4,1,Close,Wet,SS
01_KE-US/KE-US_20200122_010000_MN_1,1,Close,Wet,MN
01_KE-US/KE-US_20200122_010000_MN_2,1,Close,Wet,MN
01_KE-US/KE-US_20200122_010000_MN_3,1,Close,Wet,MN
01_KE-US/KE-US_20200122_010000_MN_4,1,Close,Wet,MN
01_KE-US/KE-US_20200122_020000_MN_1,1,Close,Wet,MN
01_KE-US/KE-US_20200122_020000_MN_2,1,Close,Wet,MN
01_KE-US/KE-US_20200122_020000_MN_3,1,Close,Wet,MN
01_KE-US/KE-US_20200122_020000_MN_4,1,Close,Wet,MN
01_KE-US/KE-US_20200122_090000_SR_1,1,Close,Wet,SR
01_KE-US/KE-US_20200122_090000_SR_2,1,Close,Wet,SR
01_KE-US/KE-US_20200122_090000_SR_3,1,Close,Wet,SR
01_KE-US/KE-US_20200122_090000_SR_4,1,Close,Wet,SR
01_KE-US/KE-US_20200122_100000_SR_1,1,Close,Wet,SR
01_KE-US/KE-US_20200122_100000_SR_2,1,Close,Wet,SR
01_KE-US/KE-US_20200122_100000_SR_3,1,Close,Wet,SR
01_KE-US/KE-US_20200122_100000_SR_4,1,Close,Wet,SR
01_KE-US/KE-US_20200122_120000_MD_1,1,Close,Wet,MD
01_KE-US/KE-US_20200122_120000_MD_2,1,Close,Wet,MD
01_KE-US/KE-US_20200122_120000_MD_3,1,Close,Wet,MD
01_KE-US/KE-US_20200122_120000_MD_4,1,Close,Wet,MD
01_KE-US/KE-US_20200122_130000_MD_1,1,Close,Wet,MD
01_KE-US/KE-US_20200122_130000_MD_2,1,Close,Wet,MD
01_KE-US/KE-US_20200122_130000_MD_3,1,Close,Wet,MD
01_KE-US/KE-US_20200122_130000_MD_4,1,Close,Wet,MD
01_KE-US/KE-US_20200122_160000_SS_1,1,Close,Wet,SS
01_KE-US/KE-US_20200122_160000_SS_2,1,Close,Wet,SS
01_KE-US/KE-US_20200122_160000_SS_3,1,Close,Wet,SS
01_KE-US/KE-US_20200122_160000_SS_4,1,Close,Wet,SS
01_KE-US/KE-US_20200122_170000_SS_1,1,Close,Wet,SS
01_KE-US/KE-US_20200122_170000_SS_2,1,Close,Wet,SS
01_KE-US/KE-US_20200122_170000_SS_3,1,Close,Wet,SS
01_KE-US/KE-US_20200122_170000_SS_4,1,Close,Wet,SS
01_KE-US/KE-US_20200125_000000_MN_1,1,Close,Wet,MN
01_KE-US/KE-US_20200125_000000_MN_2,1,Close,Wet,MN
01_KE-US/KE-US_20200125_000000_MN_3,1,Close,Wet,MN
01_KE-US/KE-US_20200125_000000_MN_4,1,Close,Wet,MN
01_KE-US/KE-US_20200125_010000_MN_1,1,Close,Wet,MN
01_KE-US/KE-US_20200125_010000_MN_2,1,Close,Wet,MN
01_KE-US/KE-US_20200125_010000_MN_3,1,Close,Wet,MN
01_KE-US/KE-US_20200125_010000_MN_4,1,Close,Wet,MN
01_KE-US/KE-US_20200125_080000_SR_1,1,Close,Wet,SR
01_KE-US/KE-US_20200125_080000_SR_2,1,Close,Wet,SR
01_KE-US/KE-US_20200125_080000_SR_3,1,Close,Wet,SR
01_KE-US/KE-US_20200125_080000_SR_4,1,Close,Wet,SR
01_KE-US/KE-US_20200125_090000_SR_1,1,Close,Wet,SR
01_KE-US/KE-US_20200125_090000_SR_2,1,Close,Wet,SR
01_KE-US/KE-US_20200125_090000_SR_3,1,Close,Wet,SR
01_KE-US/KE-US_20200125_090000_SR_4,1,Close,Wet,SR
01_KE-US/KE-US_20200125_120000_MD_1,1,Close,Wet,MD
01_KE-US/KE-US_20200125_120000_MD_2,1,Close,Wet,MD
01_KE-US/KE-US_20200125_120000_MD_3,1,Close,Wet,MD
01_KE-US/KE-US_20200125_120000_MD_4,1,Close,Wet,MD
01_KE-US/KE-US_20200125_130000_MD_1,1,Close,Wet,MD
01_KE-US/KE-US_20200125_130000_MD_2,1,Close,Wet,MD
01_KE-US/KE-US_20200125_130000_MD_3,1,Close,Wet,MD
01_KE-US/KE-US_20200125_130000_MD_4,1,Close,Wet,MD
01_KE-US/KE-US_20200125_160000_SS_1,1,Close,Wet,SS
01_KE-US/KE-US_20200125_160000_SS_2,1,Close,Wet,SS
01_KE-US/KE-US_20200125_160000_SS_3,1,Close,Wet,SS
01_KE-US/KE-US_20200125_160000_SS_4,1,Close,Wet,SS
01_KE-US/KE-US_20200125_170000_SS_1,1,Close,Wet,SS
01_KE-US/KE-US_20200125_170000_SS_2,1,Close,Wet,SS
01_KE-US/KE-US_20200125_170000_SS_3,1,Close,Wet,SS
01_KE-US/KE-US_20200125_170000_SS_4,1,Close,Wet,SS
01_KE-US/KE-US_20200128_000000_MN_1,1,Close,Wet,MN
01_KE-US/KE-US_20200128_000000_MN_2,1,Close,Wet,MN
01_KE-US/KE-US_20200128_000000_MN_3,1,Close,Wet,MN
01_KE-US/KE-US_20200128_000000_MN_4,1,Close,Wet,MN
01_KE-US/KE-US_20200128_010000_MN_1,1,Close,Wet,MN
01_KE-US/KE-US_20200128_010000_MN_2,1,Close,Wet,MN
01_KE-US/KE-US_20200128_010000_MN_3,1,Close,Wet,MN
01_KE-US/KE-US_20200128_010000_MN_4,1,Close,Wet,MN
01_KE-US/KE-US_20200128_080000_SR_1,1,Close,Wet,SR
01_KE-US/KE-US_20200128_080000_SR_2,1,Close,Wet,SR
01_KE-US/KE-US_20200128_080000_SR_3,1,Close,Wet,SR
01_KE-US/KE-US_20200128_080000_SR_4,1,Close,Wet,SR
01_KE-US/KE-US_20200128_090000_SR_1,1,Close,Wet,SR
01_KE-US/KE-US_20200128_090000_SR_2,1,Close,Wet,SR
01_KE-US/KE-US_20200128_090000_SR_3,1,Close,Wet,SR
01_KE-US/KE-US_20200128_090000_SR_4,1,Close,Wet,SR
01_KE-US/KE-US_20200128_120000_MD_1,1,Close,Wet,MD
01_KE-US/KE-US_20200128_120000_MD_2,1,Close,Wet,MD
01_KE-US/KE-US_20200128_120000_MD_3,1,Close,Wet,MD
01_KE-US/KE-US_20200128_120000_MD_4,1,Close,Wet,MD
01_KE-US/KE-US_20200128_130000_MD_1,1,Close,Wet,MD
01_KE-US/KE-US_20200128_130000_MD_2,1,Close,Wet,MD
01_KE-US/KE-US_20200128_130000_MD_3,1,Close,Wet,MD
01_KE-US/KE-US_20200128_130000_MD_4,1,Close,Wet,MD
01_KE-US/KE-US_20200128_160000_SS_1,1,Close,Wet,SS
01_KE-US/KE-US_20200128_160000_SS_2,1,Close,Wet,SS
01_KE-US/KE-US_20200128_160000_SS_3,1,Close,Wet,SS
01_KE-US/KE-US_20200128_160000_SS_4,1,Close,Wet,SS
01_KE-US/KE-US_20200128_170000_SS_1,1,Close,Wet,SS
01_KE-US/KE-US_20200128_170000_SS_2,1,Close,Wet,SS
01_KE-US/KE-US_20200128_170000_SS_3,1,Close,Wet,SS
01_KE-US/KE-US_20200128_170000_SS_4,1,Close,Wet,SS
01_KE-US/KE-US_20200601_010000_MN_1,1,Close,Dry,MN
01_KE-US/KE-US_20200601_010000_MN_2,1,Close,Dry,MN
01_KE-US/KE-US_20200601_010000_MN_3,1,Close,Dry,MN
01_KE-US/KE-US_20200601_010000_MN_4,1,Close,Dry,MN
01_KE-US/KE-US_20200601_020000_MN_1,1,Close,Dry,MN
01_KE-US/KE-US_20200601_020000_MN_2,1,Close,Dry,MN
01_KE-US/KE-US_20200601_020000_MN_3,1,Close,Dry,MN
01_KE-US/KE-US_20200601_020000_MN_4,1,Close,Dry,MN
01_KE-US/KE-US_20200601_040000_SR_1,1,Close,Dry,SR
01_KE-US/KE-US_20200601_040000_SR_2,1,Close,Dry,SR
01_KE-US/KE-US_20200601_040000_SR_3,1,Close,Dry,SR
01_KE-US/KE-US_20200601_040000_SR_4,1,Close,Dry,SR
01_KE-US/KE-US_20200601_050000_SR_1,1,Close,Dry,SR
01_KE-US/KE-US_20200601_050000_SR_2,1,Close,Dry,SR
01_KE-US/KE-US_20200601_050000_SR_3,1,Close,Dry,SR
01_KE-US/KE-US_20200601_050000_SR_4,1,Close,Dry,SR
01_KE-US/KE-US_20200601_130000_MD_1,1,Close,Dry,MD
01_KE-US/KE-US_20200601_130000_MD_2,1,Close,Dry,MD
01_KE-US/KE-US_20200601_130000_MD_3,1,Close,Dry,MD
01_KE-US/KE-US_20200601_130000_MD_4,1,Close,Dry,MD
01_KE-US/KE-US_20200601_140000_MD_1,1,Close,Dry,MD
01_KE-US/KE-US_20200601_140000_MD_2,1,Close,Dry,MD
01_KE-US/KE-US_20200601_140000_MD_3,1,Close,Dry,MD
01_KE-US/KE-US_20200601_140000_MD_4,1,Close,Dry,MD
01_KE-US/KE-US_20200601_220000_SS_1,1,Close,Dry,SS
01_KE-US/KE-US_20200601_220000_SS_2,1,Close,Dry,SS
01_KE-US/KE-US_20200601_220000_SS_3,1,Close,Dry,SS
01_KE-US/KE-US_20200601_220000_SS_4,1,Close,Dry,SS
01_KE-US/KE-US_20200601_230000_SS_1,1,Close,Dry,SS
01_KE-US/KE-US_20200601_230000_SS_2,1,Close,Dry,SS
01_KE-US/KE-US_20200601_230000_SS_3,1,Close,Dry,SS
01_KE-US/KE-US_20200601_230000_SS_4,1,Close,Dry,SS
01_KE-US/KE-US_20200604_010000_MN_1,1,Close,Dry,MN
01_KE-US/KE-US_20200604_010000_MN_2,1,Close,Dry,MN
01_KE-US/KE-US_20200604_010000_MN_3,1,Close,Dry,MN
01_KE-US/KE-US_20200604_010000_MN_4,1,Close,Dry,MN
01_KE-US/KE-US_20200604_020000_MN_1,1,Close,Dry,MN
01_KE-US/KE-US_20200604_020000_MN_2,1,Close,Dry,MN
01_KE-US/KE-US_20200604_020000_MN_3,1,Close,Dry,MN
01_KE-US/KE-US_20200604_020000_MN_4,1,Close,Dry,MN
01_KE-US/KE-US_20200604_040000_SR_1,1,Close,Dry,SR
01_KE-US/KE-US_20200604_040000_SR_2,1,Close,Dry,SR
01_KE-US/KE-US_20200604_040000_SR_3,1,Close,Dry,SR
01_KE-US/KE-US_20200604_040000_SR_4,1,Close,Dry,SR
01_KE-US/KE-US_20200604_050000_SR_1,1,Close,Dry,SR
01_KE-US/KE-US_20200604_050000_SR_2,1,Close,Dry,SR
01_KE-US/KE-US_20200604_050000_SR_3,1,Close,Dry,SR
01_KE-US/KE-US_20200604_050000_SR_4,1,Close,Dry,SR
01_KE-US/KE-US_20200604_130000_MD_1,1,Close,Dry,MD
01_KE-US/KE-US_20200604_130000_MD_2,1,Close,Dry,MD
01_KE-US/KE-US_20200604_130000_MD_3,1,Close,Dry,MD
01_KE-US/KE-US_20200604_130000_MD_4,1,Close,Dry,MD
01_KE-US/KE-US_20200604_140000_MD_1,1,Close,Dry,MD
01_KE-US/KE-US_20200604_140000_MD_2,1,Close,Dry,MD
01_KE-US/KE-US_20200604_140000_MD_3,1,Close,Dry,MD
01_KE-US/KE-US_20200604_140000_MD_4,1,Close,Dry,MD
01_KE-US/KE-US_20200604_220000_SS_1,1,Close,Dry,SS
01_KE-US/KE-US_20200604_220000_SS_2,1,Close,Dry,SS
01_KE-US/KE-US_20200604_220000_SS_3,1,Close,Dry,SS
01_KE-US/KE-US_20200604_220000_SS_4,1,Close,Dry,SS
01_KE-US/KE-US_20200604_230000_SS_1,1,Close,Dry,SS
01_KE-US/KE-US_20200604_230000_SS_2,1,Close,Dry,SS
01_KE-US/KE-US_20200604_230000_SS_3,1,Close,Dry,SS
01_KE-US/KE-US_20200604_230000_SS_4,1,Close,Dry,SS
01_KE-US/KE-US_20200607_010000_MN_1,1,Close,Dry,MN
01_KE-US/KE-US_20200607_010000_MN_2,1,Close,Dry,MN
01_KE-US/KE-US_20200607_010000_MN_3,1,Close,Dry,MN
